Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_m2,RegionGroupe
Maidstone,15 Ballarat Rd,2,h,611500.0,SP,Biggin,30/09/2017,6.4,3012.0,2.0,1.0,1.0,300.0,108.0,1950.0,Maribyrnong City Council,-37.78842,144.88218,Western Metropolitan,3873.0,5662.037037037037,north_west_metro
Noble Park,5 Blaby St,3,h,627500.0,PI,C21,30/09/2017,22.7,3174.0,3.0,1.0,6.0,569.0,130.0,1959.0,Greater Dandenong City Council,-37.969,145.18226,South-Eastern Metropolitan,11806.0,4826.923076923077,south_east_southeast_metro
Reservoir,18 Elinda Pl,3,u,475000.0,SP,RW,30/09/2017,12.0,3073.0,3.0,1.0,1.0,,105.0,1990.0,Darebin City Council,-37.69769,145.02332,Northern Metropolitan,21650.0,4523.809523809524,north_west_metro
Roxburgh Park,14 Stainsby Cr,4,h,591000.0,S,Raine,30/09/2017,20.6,3064.0,4.0,2.0,2.0,,225.0,1995.0,Hume City Council,-37.63665,144.92976,Northern Metropolitan,5833.0,2626.6666666666665,north_west_metro
Westmeadows,42 Pascoe St,4,h,791000.0,S,Barry,30/09/2017,16.5,3049.0,4.0,2.0,6.0,813.0,140.0,1960.0,Hume City Council,-37.67631,144.89409,Northern Metropolitan,2474.0,5650.0,north_west_metro
Bayswater,9 Warrien Ct,3,h,750000.0,SP,hockingstuart,4/11/2017,23.2,3153.0,3.0,1.0,2.0,721.0,99.0,1965.0,Knox City Council,-37.852,145.2678,Eastern Metropolitan,5030.0,7575.757575757576,south_east_southeast_metro
Berwick,13 Vista Ct,4,h,815000.0,SP,Barry,4/11/2017,35.2,3806.0,4.0,2.0,2.0,843.0,186.0,1994.0,Casey City Council,-38.0268,145.335,Eastern Victoria,17093.0,4381.720430107527,north_east_west_victorias
Chelsea Heights,7 Perovic Pl,2,u,580000.0,S,Ray,4/11/2017,27.0,3196.0,2.0,1.0,1.0,241.0,95.0,1998.0,Kingston City Council,-38.0436,145.1305,South-Eastern Metropolitan,2076.0,6105.263157894737,south_east_southeast_metro
Cheltenham,11b Jean St,3,t,1011000.0,S,Johnston,4/11/2017,17.9,3192.0,3.0,2.0,2.0,,161.0,2017.0,Bayside City Council,-37.9615,145.0516,Southern Metropolitan,9758.0,6279.503105590062,south_east_southeast_metro
Clayton South,533 Clayton Rd,3,h,1000000.0,SA,Barry,4/11/2017,17.5,3169.0,3.0,1.0,2.0,706.0,124.0,1960.0,Kingston City Council,-37.9395,145.1168,South-Eastern Metropolitan,4734.0,8064.5161290322585,south_east_southeast_metro
Clayton South,3 Hayden Rd,3,h,750000.0,PI,Barry,4/11/2017,17.5,3169.0,3.0,1.0,1.0,600.0,96.0,1960.0,Kingston City Council,-37.9581,145.1341,South-Eastern Metropolitan,4734.0,7812.5,south_east_southeast_metro
Craigieburn,25 Claremont St,3,h,595000.0,S,Barry,4/11/2017,20.6,3064.0,3.0,2.0,2.0,546.0,153.0,2009.0,Hume City Council,-37.5868,144.9006,Northern Metropolitan,15510.0,3888.8888888888887,north_west_metro
Craigieburn,136 Wattletree St,4,h,630000.0,S,RW,4/11/2017,20.6,3064.0,4.0,2.0,2.0,,196.0,2014.0,Hume City Council,-37.5765,144.903,Northern Metropolitan,15510.0,3214.285714285714,north_west_metro
Croydon South,1A Faraday Rd,3,h,952000.0,S,Jellis,4/11/2017,23.0,3136.0,3.0,2.0,2.0,630.0,199.0,2010.0,Maroondah City Council,-37.8163,145.2785,Eastern Metropolitan,1863.0,4783.91959798995,south_east_southeast_metro
Doncaster,172 George St,5,h,1350000.0,PI,Barry,4/11/2017,12.4,3108.0,5.0,2.0,3.0,770.0,230.0,1980.0,Manningham City Council,-37.78,145.1425,Eastern Metropolitan,9028.0,5869.565217391304,south_east_southeast_metro
Ferntree Gully,6 Lydford Rd,3,h,754000.0,S,iTRAK,4/11/2017,24.8,3156.0,3.0,1.0,1.0,,139.0,1960.0,Knox City Council,-37.8862,145.2716,Eastern Metropolitan,10788.0,5424.4604316546765,south_east_southeast_metro
Frankston,115 Heatherhill Rd,5,h,655888.0,S,Bowman,4/11/2017,38.0,3199.0,5.0,3.0,4.0,564.0,250.0,1983.0,Frankston City Council,-38.1605,145.1487,South-Eastern Metropolitan,17055.0,2623.552,south_east_southeast_metro
Greenvale,20 Inverie Ct,5,h,735000.0,SP,RW,4/11/2017,20.4,3059.0,5.0,3.0,2.0,743.0,283.0,2005.0,Hume City Council,-37.6444,144.9081,Northern Metropolitan,4864.0,2597.1731448763253,north_west_metro
Hoppers Crossing,11 Rosslare Ct,3,h,621000.0,SP,Barry,4/11/2017,18.4,3029.0,3.0,2.0,1.0,,160.0,1985.0,Wyndham City Council,-37.8652,144.7151,Western Metropolitan,13830.0,3881.25,north_west_metro
Keilor East,40 Nyah St,3,h,801000.0,SP,Nelson,4/11/2017,11.7,3033.0,3.0,2.0,1.0,603.0,153.0,,Brimbank City Council,-37.7334,144.8684,Western Metropolitan,5629.0,5235.294117647059,north_west_metro
Melton South,3 Brand Ct,3,h,413000.0,S,HAR,4/11/2017,29.8,3338.0,3.0,1.0,6.0,731.0,101.0,1970.0,Melton City Council,-37.7131,144.5755,Western Victoria,4718.0,4089.108910891089,north_east_west_victorias
Melton South,19 Garfield Cl,3,h,431500.0,S,hockingstuart,4/11/2017,29.8,3338.0,3.0,1.0,4.0,738.0,86.0,1990.0,Melton City Council,-37.7113,144.5622,Western Victoria,4718.0,5017.441860465116,north_east_west_victorias
Melton South,31 Staughton St,3,h,720000.0,S,HAR,4/11/2017,29.8,3338.0,3.0,1.0,3.0,1010.0,96.0,1980.0,Melton City Council,-37.7041,144.5719,Western Victoria,4718.0,7500.0,north_east_west_victorias
Moonee Ponds,2 Grosvenor St,3,h,1400000.0,S,McDonald,4/11/2017,6.2,3039.0,3.0,1.0,1.0,388.0,157.0,1930.0,Moonee Valley City Council,-37.7658,144.9167,Western Metropolitan,6232.0,8917.197452229299,north_west_metro
Moonee Ponds,212 Maribyrnong Rd,3,h,1275000.0,S,Nelson,4/11/2017,6.2,3039.0,3.0,1.0,2.0,242.0,111.0,1910.0,Moonee Valley City Council,-37.7708,144.9089,Western Metropolitan,6232.0,11486.486486486487,north_west_metro
Mordialloc,3 Anita Ct,3,h,850000.0,S,hockingstuart,4/11/2017,21.5,3195.0,3.0,2.0,2.0,591.0,130.0,1980.0,Kingston City Council,-37.9887,145.0964,South-Eastern Metropolitan,3650.0,6538.461538461538,south_east_southeast_metro
Mount Waverley,14 Wingate Av,1,h,1820000.0,SP,LLC,4/11/2017,14.2,3149.0,1.0,1.0,1.0,919.0,158.0,2017.0,Monash City Council,-37.8809,145.1436,Eastern Metropolitan,13366.0,11518.987341772152,south_east_southeast_metro
Northcote,87 Jenkins St,3,h,1085000.0,S,Barry,4/11/2017,5.3,3070.0,3.0,1.0,1.0,452.0,97.0,1980.0,Darebin City Council,-37.7654,145.0112,Northern Metropolitan,11364.0,11185.567010309278,north_west_metro
Parkville,88 Story St,3,h,2675000.0,VB,Collins,4/11/2017,1.8,3052.0,3.0,2.0,1.0,183.0,168.0,1890.0,Melbourne City Council,-37.7965,144.9543,Northern Metropolitan,2309.0,15922.619047619048,north_west_metro
Point Cook,20 Hollington Cr,4,h,635000.0,SP,Point,4/11/2017,14.7,3030.0,4.0,2.0,2.0,636.0,210.0,2002.0,Wyndham City Council,-37.8794,144.7412,Western Metropolitan,15542.0,3023.809523809524,north_west_metro
Rowville,3 Clare Ct,4,h,900000.0,VB,Barry,4/11/2017,23.5,3178.0,4.0,2.0,2.0,612.0,236.0,2002.0,Knox City Council,-37.9046,145.2684,South-Eastern Metropolitan,11667.0,3813.5593220338983,south_east_southeast_metro
Truganina,10 Rugby Cr,4,h,603000.0,S,Barry,4/11/2017,18.4,3029.0,4.0,2.0,2.0,400.0,170.0,2016.0,Melton City Council,-37.8458,144.7455,Western Metropolitan,5811.0,3547.0588235294117,north_west_metro
Vermont South,113 Morack Rd,4,h,1560000.0,PI,MJ,4/11/2017,17.2,3133.0,4.0,2.0,3.0,,259.0,2005.0,Whitehorse City Council,-37.8476,145.1974,Eastern Metropolitan,4280.0,6023.1660231660235,south_east_southeast_metro
Wallan,37 Danaher Av,3,h,411000.0,S,Ray,4/11/2017,44.2,3756.0,3.0,1.0,2.0,679.0,136.0,1985.0,Mitchell Shire Council,-37.4072,144.9759,Northern Victoria,3988.0,3022.0588235294117,north_east_west_victorias
Warrandyte,8 Alan Pl,5,h,1162000.0,S,Barry,4/11/2017,21.1,3113.0,5.0,3.0,2.0,1070.0,300.0,1985.0,Manningham City Council,-37.7447,145.1988,Eastern Metropolitan,2003.0,3873.3333333333335,south_east_southeast_metro
Waterways,4 Coorong Cir,4,h,1266000.0,S,Ray,4/11/2017,21.5,3195.0,4.0,2.0,2.0,,265.0,,Kingston City Council,-38.0124,145.1285,South-Eastern Metropolitan,709.0,4777.358490566037,south_east_southeast_metro
Wyndham Vale,242 McGrath Rd,3,h,496000.0,S,Barry,4/11/2017,27.2,3024.0,3.0,2.0,2.0,529.0,135.0,1995.0,Wyndham City Council,-37.8951,144.6293,Western Metropolitan,5262.0,3674.074074074074,north_west_metro
Aberfeldie,1A Vida St,3,t,1150000.0,S,Barry,11/11/2017,7.5,3040.0,3.0,2.0,1.0,224.0,193.0,2013.0,Moonee Valley City Council,-37.7556,144.899,Western Metropolitan,1543.0,5958.5492227979275,north_west_metro
Albanvale,1 Fernhill Ct,4,h,560000.0,S,Barry,11/11/2017,14.0,3021.0,4.0,1.0,2.0,546.0,149.0,1978.0,Brimbank City Council,-37.744,144.7672,Western Metropolitan,1899.0,3758.3892617449665,north_west_metro
Albert Park,2 Graham St,6,h,3000000.0,PI,Marshall,11/11/2017,3.0,3206.0,6.0,3.0,2.0,156.0,291.0,2011.0,Port Phillip City Council,-37.8433,144.9457,Southern Metropolitan,3280.0,10309.278350515464,south_east_southeast_metro
Altona North,62 Hansen St,4,h,940000.0,SP,Hunter,11/11/2017,9.4,3025.0,4.0,3.0,1.0,,206.0,2010.0,Hobsons Bay City Council,-37.8354,144.8654,Western Metropolitan,5132.0,4563.1067961165045,north_west_metro
Ascot Vale,133 The Parade,2,h,1365000.0,S,Raine,11/11/2017,4.3,3032.0,2.0,2.0,2.0,320.0,117.0,1950.0,Moonee Valley City Council,-37.7722,144.909,Western Metropolitan,6567.0,11666.666666666666,north_west_metro
Avondale Heights,3 Karen Ct,3,h,1100000.0,SP,Moonee,11/11/2017,9.5,3034.0,3.0,2.0,2.0,668.0,153.0,1980.0,Moonee Valley City Council,-37.7593,144.871,Western Metropolitan,4502.0,7189.5424836601305,north_west_metro
Avondale Heights,42 Ridge Dr,3,h,790000.0,VB,LITTLE,11/11/2017,9.5,3034.0,3.0,2.0,2.0,537.0,140.0,1970.0,Moonee Valley City Council,-37.7528,144.8567,Western Metropolitan,4502.0,5642.857142857143,north_west_metro
Beaumaris,4 Clonmore St,4,h,1957500.0,SP,Hodges,11/11/2017,17.3,3193.0,4.0,2.0,2.0,789.0,180.0,1980.0,Bayside City Council,-37.9792,145.035,Southern Metropolitan,5366.0,10875.0,south_east_southeast_metro
Beaumaris,27 Florida Av,6,h,2700000.0,VB,Ray,11/11/2017,17.3,3193.0,6.0,3.0,2.0,720.0,413.0,2008.0,Bayside City Council,-37.9874,145.0315,Southern Metropolitan,5366.0,6537.530266343826,south_east_southeast_metro
Beaumaris,28 Rossmith Av,6,h,1776000.0,S,Ray,11/11/2017,17.3,3193.0,6.0,4.0,2.0,695.0,241.0,1980.0,Bayside City Council,-37.9785,145.0518,Southern Metropolitan,5366.0,7369.294605809128,south_east_southeast_metro
Bentleigh,15A Miles St,3,t,1208000.0,S,Jellis,11/11/2017,11.4,3204.0,3.0,2.0,2.0,,160.0,2001.0,Glen Eira City Council,-37.9221,145.0302,Southern Metropolitan,6795.0,7550.0,south_east_southeast_metro
Bentleigh East,116 Marlborough St,3,t,886000.0,S,Ray,11/11/2017,13.8,3165.0,3.0,1.0,1.0,370.0,108.0,1950.0,Glen Eira City Council,-37.9087,145.0689,Southern Metropolitan,10969.0,8203.703703703704,south_east_southeast_metro
Bentleigh East,3 Pell St,4,h,1540000.0,S,Jellis,11/11/2017,13.8,3165.0,4.0,2.0,2.0,,99.0,1950.0,Glen Eira City Council,-37.9108,145.0793,Southern Metropolitan,10969.0,15555.555555555555,south_east_southeast_metro
Bentleigh East,11 Wallace St,3,h,1160000.0,S,Jellis,11/11/2017,13.8,3165.0,3.0,1.0,1.0,460.0,116.0,1955.0,Glen Eira City Council,-37.9238,145.054,Southern Metropolitan,10969.0,10000.0,south_east_southeast_metro
Blackburn,16 Wellington Av,4,h,1790000.0,S,Philip,11/11/2017,13.4,3130.0,4.0,2.0,3.0,989.0,156.0,1950.0,Whitehorse City Council,-37.8259,145.1549,Eastern Metropolitan,5713.0,11474.358974358975,south_east_southeast_metro
Bonbeach,19 Brixton St,4,h,1120000.0,SP,hockingstuart,11/11/2017,27.0,3196.0,4.0,2.0,2.0,681.0,198.0,1965.0,Kingston City Council,-38.0644,145.1243,South-Eastern Metropolitan,2887.0,5656.565656565656,south_east_southeast_metro
Box Hill,37 Thames St,4,h,1875000.0,S,RT,11/11/2017,10.9,3128.0,4.0,2.0,2.0,715.0,227.0,1930.0,Whitehorse City Council,-37.8142,145.1278,Eastern Metropolitan,4605.0,8259.911894273127,south_east_southeast_metro
Braybrook,71A South Rd,3,h,800000.0,S,Douglas,11/11/2017,8.6,3019.0,3.0,2.0,2.0,,159.0,2014.0,Maribyrnong City Council,-37.7915,144.8509,Western Metropolitan,3589.0,5031.446540880504,north_west_metro
Broadmeadows,30 Cuthbert St,4,h,605000.0,S,YPA,11/11/2017,14.0,3047.0,4.0,1.0,2.0,601.0,150.0,1960.0,Hume City Council,-37.6848,144.9334,Northern Metropolitan,4294.0,4033.3333333333335,north_west_metro
Brunswick,5 George St,2,h,1340000.0,VB,Nelson,11/11/2017,5.2,3056.0,2.0,1.0,,211.0,98.0,1900.0,Moreland City Council,-37.7689,144.967,Northern Metropolitan,11918.0,13673.469387755102,north_west_metro
Brunswick East,32 Brunswick Rd,2,h,907000.0,S,Nelson,11/11/2017,4.0,3057.0,2.0,1.0,0.0,132.0,66.0,1910.0,Moreland City Council,-37.7791,144.9765,Northern Metropolitan,5533.0,13742.424242424242,north_west_metro
Brunswick East,22 Leyden St,2,h,900000.0,S,Jellis,11/11/2017,4.0,3057.0,2.0,1.0,,,90.0,,Moreland City Council,-37.7746,144.9736,Northern Metropolitan,5533.0,10000.0,north_west_metro
Brunswick East,17 Miller St,2,h,1000000.0,SP,Jellis,11/11/2017,4.0,3057.0,2.0,1.0,1.0,,121.0,1940.0,Moreland City Council,-37.7759,144.9771,Northern Metropolitan,5533.0,8264.462809917355,north_west_metro
Brunswick East,18 Ryan St,3,h,1070000.0,SP,Nelson,11/11/2017,4.0,3057.0,3.0,1.0,2.0,,112.0,1930.0,Moreland City Council,-37.7668,144.9814,Northern Metropolitan,5533.0,9553.57142857143,north_west_metro
Brunswick West,11 Owen St,3,h,1400000.0,S,Collins,11/11/2017,5.2,3055.0,3.0,2.0,3.0,,180.0,1920.0,Moreland City Council,-37.7666,144.9386,Northern Metropolitan,7082.0,7777.777777777777,north_west_metro
Brunswick West,29 Wales St,3,h,1085000.0,S,Raine,11/11/2017,5.2,3055.0,3.0,2.0,2.0,506.0,146.0,1960.0,Moreland City Council,-37.7561,144.9422,Northern Metropolitan,7082.0,7431.506849315068,north_west_metro
Bundoora,1117 Plenty Rd,3,u,550000.0,PI,hockingstuart,11/11/2017,12.1,3083.0,3.0,3.0,2.0,,92.0,,Banyule City Council,-37.7061,145.0531,Northern Metropolitan,10175.0,5978.260869565217,north_west_metro
Bundoora,45 Worcester Cr,4,h,1755000.0,S,Barry,11/11/2017,12.1,3083.0,4.0,3.0,2.0,564.0,373.0,2012.0,Banyule City Council,-37.6869,145.0814,Northern Metropolitan,10175.0,4705.093833780161,north_west_metro
Burnside,19 Mockridge Av,4,h,665000.0,S,YPA,11/11/2017,14.8,3023.0,4.0,2.0,2.0,507.0,181.0,1999.0,Melton City Council,-37.7484,144.7451,Western Metropolitan,1607.0,3674.033149171271,north_west_metro
Burnside,15 Roycroft Av,3,h,620000.0,S,YPA,11/11/2017,14.8,3023.0,3.0,2.0,2.0,609.0,123.0,2000.0,Melton City Council,-37.7518,144.7491,Western Metropolitan,1607.0,5040.650406504065,north_west_metro
Burnside Heights,11 Cooma Pl,4,h,575000.0,SP,Barry,11/11/2017,14.8,3023.0,4.0,2.0,2.0,368.0,165.0,2007.0,Melton City Council,-37.7366,144.7492,Western Metropolitan,1686.0,3484.848484848485,north_west_metro
Carlton North,563 Canning St,3,h,1650000.0,SP,Nelson,11/11/2017,3.5,3054.0,3.0,1.0,1.0,195.0,123.0,1890.0,Melbourne City Council,-37.7831,144.9751,Northern Metropolitan,3106.0,13414.634146341463,north_west_metro
Carrum,37 Westley St,3,h,712500.0,S,RT,11/11/2017,31.2,3197.0,3.0,1.0,2.0,324.0,100.0,1955.0,Kingston City Council,-38.0723,145.1319,South-Eastern Metropolitan,1989.0,7125.0,south_east_southeast_metro
Chelsea Heights,18 Second Av,4,h,872500.0,SP,Ray,11/11/2017,27.0,3196.0,4.0,2.0,2.0,676.0,173.0,1940.0,Kingston City Council,-38.0447,145.1327,South-Eastern Metropolitan,2076.0,5043.35260115607,south_east_southeast_metro
Clarinda,28 Bushland Av,3,h,862000.0,S,C21,11/11/2017,17.5,3169.0,3.0,1.0,2.0,7514.0,120.0,1975.0,Kingston City Council,-37.9431,145.111,South-Eastern Metropolitan,2727.0,7183.333333333333,south_east_southeast_metro
Clifton Hill,21 Groom St,2,h,1155000.0,S,Nelson,11/11/2017,3.6,3068.0,2.0,1.0,,173.0,100.0,1900.0,Yarra City Council,-37.7943,144.9982,Northern Metropolitan,2954.0,11550.0,north_west_metro
Coburg,12 Glencairn Av,3,h,1270000.0,S,Brad,11/11/2017,6.7,3058.0,3.0,2.0,2.0,566.0,151.0,1920.0,Darebin City Council,-37.7536,144.9579,Northern Metropolitan,11204.0,8410.596026490066,north_west_metro
Coburg,13 Industry La,2,t,698000.0,S,Brad,11/11/2017,6.7,3058.0,2.0,1.0,1.0,,93.0,1880.0,Darebin City Council,-37.7367,144.9701,Northern Metropolitan,11204.0,7505.376344086021,north_west_metro
Coburg North,35 Shorts Rd,3,h,822000.0,S,Nelson,11/11/2017,6.7,3058.0,3.0,1.0,2.0,,139.0,1959.0,Darebin City Council,-37.7237,144.9585,Northern Metropolitan,3445.0,5913.669064748202,north_west_metro
Craigieburn,7 Kangaroo Rd,4,h,530000.0,PI,Ray,11/11/2017,20.6,3064.0,4.0,2.0,2.0,349.0,171.0,2017.0,Hume City Council,-37.5688,144.9016,Northern Metropolitan,15510.0,3099.4152046783624,north_west_metro
Craigieburn,19 Keysborough St,3,h,570000.0,S,YPA,11/11/2017,20.6,3064.0,3.0,1.0,2.0,690.0,107.0,1975.0,Hume City Council,-37.5896,144.9315,Northern Metropolitan,15510.0,5327.102803738318,north_west_metro
Craigieburn,7 Padstowe Ct,3,h,528000.0,S,YPA,11/11/2017,20.6,3064.0,3.0,2.0,1.0,,110.0,1985.0,Hume City Council,-37.6105,144.9379,Northern Metropolitan,15510.0,4800.0,north_west_metro
Craigieburn,4 Redheugh St,4,h,648000.0,S,Ray,11/11/2017,20.6,3064.0,4.0,2.0,2.0,,200.0,2010.0,Hume City Council,-37.5806,144.9095,Northern Metropolitan,15510.0,3240.0,north_west_metro
Craigieburn,54 Wisteria Av,5,h,741000.0,S,Barry,11/11/2017,20.6,3064.0,5.0,2.0,2.0,,267.0,2010.0,Hume City Council,-37.5708,144.9245,Northern Metropolitan,15510.0,2775.2808988764045,north_west_metro
Cranbourne,9 Ardmore St,3,h,521000.0,S,Ray,11/11/2017,34.7,3977.0,3.0,1.0,2.0,,132.0,1975.0,Casey City Council,-38.0958,145.2799,South-Eastern Metropolitan,7680.0,3946.969696969697,south_east_southeast_metro
Croydon North,23 Lyons Rd,3,h,887000.0,SP,Ray,11/11/2017,23.0,3136.0,3.0,2.0,2.0,1044.0,142.0,1985.0,Maroondah City Council,-37.7677,145.2888,Eastern Metropolitan,2985.0,6246.478873239436,south_east_southeast_metro
Dallas,7 Merino Av,3,h,480888.0,SA,Barry,11/11/2017,14.0,3047.0,3.0,1.0,3.0,569.0,108.0,1965.0,Hume City Council,-37.6706,144.9292,Northern Metropolitan,2246.0,4452.666666666667,north_west_metro
Dandenong,52 Willum Wy,4,h,760000.0,S,Del,11/11/2017,24.7,3175.0,4.0,2.0,2.0,571.0,192.0,2014.0,Greater Dandenong City Council,-37.9984,145.1962,South-Eastern Metropolitan,10894.0,3958.3333333333335,south_east_southeast_metro
Dandenong North,10 Robyn Ct,3,h,792000.0,S,O'Brien,11/11/2017,24.7,3175.0,3.0,2.0,2.0,769.0,185.0,1970.0,Greater Dandenong City Council,-37.9466,145.2109,South-Eastern Metropolitan,8322.0,4281.081081081081,south_east_southeast_metro
Delahey,16 Duneed Wy,3,h,600000.0,S,Calder,11/11/2017,18.0,3037.0,3.0,2.0,2.0,503.0,125.0,1995.0,Brimbank City Council,-37.7171,144.7668,Western Metropolitan,2898.0,4800.0,north_west_metro
Delahey,30 Yeats Dr,3,h,600000.0,S,Bells,11/11/2017,18.0,3037.0,3.0,2.0,2.0,,145.0,1995.0,Brimbank City Council,-37.7183,144.7791,Western Metropolitan,2898.0,4137.931034482759,north_west_metro
Derrimut,98 Foleys Rd,4,h,748000.0,PI,Stockdale,11/11/2017,14.7,3030.0,4.0,2.0,2.0,,233.0,2012.0,Brimbank City Council,-37.7824,144.7638,Western Metropolitan,2276.0,3210.3004291845496,north_west_metro
Diggers Rest,5 Flake Ct,4,h,501000.0,S,Raine,11/11/2017,27.7,3427.0,4.0,2.0,2.0,780.0,170.0,1985.0,Hume City Council,-37.6242,144.7115,Western Metropolitan,1184.0,2947.0588235294117,north_west_metro
Dingley Village,1 Ely Ct,4,h,890000.0,S,Buxton,11/11/2017,22.2,3172.0,4.0,2.0,2.0,,230.0,1970.0,Kingston City Council,-37.9811,145.1266,South-Eastern Metropolitan,3940.0,3869.5652173913045,south_east_southeast_metro
Doncaster,4 Koolkuna Av,5,h,1500000.0,VB,Jellis,11/11/2017,12.4,3108.0,5.0,3.0,3.0,930.0,135.0,1965.0,Manningham City Council,-37.79,145.1186,Eastern Metropolitan,9028.0,11111.111111111111,south_east_southeast_metro
Doncaster,3 Westfield Dr,4,h,2900000.0,VB,Fletchers,11/11/2017,12.4,3108.0,4.0,2.0,2.0,863.0,358.0,1980.0,Manningham City Council,-37.782,145.1244,Eastern Metropolitan,9028.0,8100.558659217877,south_east_southeast_metro
Doncaster East,58 Dehnert St,4,h,1268000.0,S,Jellis,11/11/2017,14.3,3109.0,4.0,2.0,2.0,651.0,154.0,1970.0,Manningham City Council,-37.7818,145.1494,Eastern Metropolitan,10999.0,8233.766233766233,south_east_southeast_metro
Doncaster East,6 Jising Ct,4,h,1128000.0,S,Jellis,11/11/2017,14.3,3109.0,4.0,2.0,2.0,381.0,180.0,1990.0,Manningham City Council,-37.7913,145.1443,Eastern Metropolitan,10999.0,6266.666666666667,south_east_southeast_metro
Donvale,18 Powers St,4,h,1280000.0,PI,Jellis,11/11/2017,16.1,3111.0,4.0,2.0,2.0,507.0,238.0,1985.0,Manningham City Council,-37.7739,145.181,Eastern Metropolitan,4790.0,5378.151260504202,south_east_southeast_metro
Doreen,50 Aylesbury Bvd,3,h,578000.0,S,HAR,11/11/2017,25.9,3754.0,3.0,2.0,2.0,567.0,147.0,2012.0,Nillumbik Shire Council,-37.5955,145.1137,Northern Victoria,7254.0,3931.9727891156463,north_east_west_victorias
Elsternwick,16 Hopetoun St,4,h,2201000.0,S,Woodards,11/11/2017,7.2,3185.0,4.0,2.0,2.0,,145.0,1910.0,Glen Eira City Council,-37.8841,145.0103,Southern Metropolitan,4898.0,15179.310344827587,south_east_southeast_metro
Elsternwick,22 Villiers St,4,h,2800000.0,VB,Biggin,11/11/2017,7.2,3185.0,4.0,3.0,1.0,,254.0,1890.0,Glen Eira City Council,-37.8803,145.0045,Southern Metropolitan,4898.0,11023.622047244095,south_east_southeast_metro
Eltham,67 Arthur St,3,h,916500.0,SP,Buckingham,11/11/2017,18.0,3095.0,3.0,2.0,1.0,888.0,177.0,1960.0,Banyule City Council,-37.7151,145.1554,Eastern Metropolitan,6990.0,5177.966101694915,south_east_southeast_metro
Fawkner,10 Emma St,3,h,723000.0,S,Barry,11/11/2017,13.1,3060.0,3.0,1.0,2.0,,140.0,1970.0,Hume City Council,-37.7045,144.976,Northern Metropolitan,5070.0,5164.285714285715,north_west_metro
Ferntree Gully,18 Glenfern Rd,4,h,840000.0,SP,Stockdale,11/11/2017,24.8,3156.0,4.0,3.0,2.0,737.0,208.0,1950.0,Knox City Council,-37.8909,145.2891,Eastern Metropolitan,10788.0,4038.4615384615386,south_east_southeast_metro
Fitzroy,25 Brunswick St,5,h,2790000.0,S,Nelson,11/11/2017,2.1,3065.0,5.0,2.0,2.0,304.0,184.0,1881.0,Yarra City Council,-37.8065,144.9768,Northern Metropolitan,5825.0,15163.04347826087,north_west_metro
Footscray,46a Wolverhampton St,2,t,685000.0,SP,Jas,11/11/2017,5.1,3011.0,2.0,2.0,1.0,,95.0,2017.0,Maribyrnong City Council,-37.7973,144.8913,Western Metropolitan,7570.0,7210.526315789473,north_west_metro
Forest Hill,18 Enfield Pl,2,u,762000.0,S,Ray,11/11/2017,15.4,3131.0,2.0,1.0,1.0,,286.0,,Whitehorse City Council,-37.8384,145.1675,Eastern Metropolitan,4385.0,2664.335664335664,south_east_southeast_metro
Forest Hill,53 Longbrae Ct,4,h,1120000.0,SP,Jellis,11/11/2017,15.4,3131.0,4.0,2.0,0.0,690.0,139.0,1970.0,Whitehorse City Council,-37.8451,145.1805,Eastern Metropolitan,4385.0,8057.553956834532,south_east_southeast_metro
Glen Waverley,13 Avendon Bvd,5,h,1950000.0,S,Jellis,11/11/2017,16.7,3150.0,5.0,4.0,2.0,480.0,334.0,1999.0,Monash City Council,-37.8785,145.1529,Eastern Metropolitan,15321.0,5838.323353293413,south_east_southeast_metro
Glen Waverley,4 Elmwood Cr,3,h,1100000.0,PI,Harcourts,11/11/2017,16.7,3150.0,3.0,2.0,2.0,651.0,138.0,1965.0,Monash City Council,-37.8963,145.1559,Eastern Metropolitan,15321.0,7971.014492753623,south_east_southeast_metro
Hampton East,9 Evans Av,4,h,1467000.0,S,Buxton,11/11/2017,13.8,3188.0,4.0,2.0,2.0,650.0,164.0,1950.0,Bayside City Council,-37.9433,145.0377,Southern Metropolitan,2356.0,8945.121951219513,south_east_southeast_metro
Hampton East,48 Wickham Rd,3,h,1246000.0,S,Hodges,11/11/2017,13.8,3188.0,3.0,2.0,3.0,,105.0,1950.0,Bayside City Council,-37.9436,145.0284,Southern Metropolitan,2356.0,11866.666666666666,south_east_southeast_metro
Hawthorn East,76 Lilydale Gr,2,h,1090000.0,S,Jellis,11/11/2017,6.2,3123.0,2.0,1.0,1.0,,114.0,1900.0,Boroondara City Council,-37.8236,145.0509,Southern Metropolitan,6482.0,9561.40350877193,south_east_southeast_metro
Heidelberg West,8 Kanimbla Ct,3,h,860000.0,S,William,11/11/2017,8.8,3081.0,3.0,1.0,,,89.0,1960.0,Banyule City Council,-37.7357,145.0464,Eastern Metropolitan,2674.0,9662.921348314607,south_east_southeast_metro
